survey_id,event_id,event_title,survey_date,source_of_hearing,age_group,annual_household_income,overal_event_expression,feeback_suggestion,genre,text_A,text_B,combined_text,sentiment_score,month_str
467,,SJFF,,"Walla Walla Union Bulletin, Email",66+,,"The film was presented at an acceptable volume.  As far as value, I wish more people had attended since the subject matter is important and one could say universal.  The younger generation in particular needs to be taught about what goes on in foreign countries--e.g., hard to believe some are completely unaware of the holocaust.",Please continue to get the word out.  I think you've done a superlative job in advertising the Gesa Powerhouse and upcoming events.   Thank you to all the volunteers!,,"The film was presented at an acceptable volume.  As far as value, I wish more people had attended since the subject matter is important and one could say universal.  The younger generation in particular needs to be taught about what goes on in foreign countries--e.g., hard to believe some are completely unaware of the holocaust.",Please continue to get the word out.  I think you've done a superlative job in advertising the Gesa Powerhouse and upcoming events.   Thank you to all the volunteers!,"The film was presented at an acceptable volume.  As far as value, I wish more people had attended since the subject matter is important and one could say universal.  The younger generation in particular needs to be taught about what goes on in foreign countries--e.g., hard to believe some are completely unaware of the holocaust. Please continue to get the word out.  I think you've done a superlative job in advertising the Gesa Powerhouse and upcoming events.   Thank you to all the volunteers!",0.05833333333333333,
468,,SJFF,,Walla Walla Union Bulletin,66+,"$100,001 - $200,000","Poor.  Movies were second/third rate and seemed poorly curated.  There are many good shorts but these were not.  Th taped introduction was worse than none.  Taped interview was dull, poorly done, went on too long (many left in the middle of it).  An in person interview would have been more informative I suspect and at least would have seen how bored the audience was and picked up their game or stopped.  ","Rather than taping Warren, have Warren here to present the movies and give some context responding to audience.  If he can’t come, have another person stand before audience and read his introduction and try to answer questions.  Skip amateurish taped interviews.  Sorry for this poor review.  It was a disappointing night.  ",,"Poor.  Movies were second/third rate and seemed poorly curated.  There are many good shorts but these were not.  Th taped introduction was worse than none.  Taped interview was dull, poorly done, went on too long (many left in the middle of it).  An in person interview would have been more informative I suspect and at least would have seen how bored the audience was and picked up their game or stopped.  ","Rather than taping Warren, have Warren here to present the movies and give some context responding to audience.  If he can’t come, have another person stand before audience and read his introduction and try to answer questions.  Skip amateurish taped interviews.  Sorry for this poor review.  It was a disappointing night.  ","Poor.  Movies were second/third rate and seemed poorly curated.  There are many good shorts but these were not.  Th taped introduction was worse than none.  Taped interview was dull, poorly done, went on too long (many left in the middle of it).  An in person interview would have been more informative I suspect and at least would have seen how bored the audience was and picked up their game or stopped.   Rather than taping Warren, have Warren here to present the movies and give some context responding to audience.  If he can’t come, have another person stand before audience and read his introduction and try to answer questions.  Skip amateurish taped interviews.  Sorry for this poor review.  It was a disappointing night.  ",-0.14208333333333337,
469,32.0,Downwind,2023-08-09,"Walla Walla Union Bulletin, Email",66+,"$50,000 or below","Very, very informational.  Thank you!",,Musical,"Very, very informational.  Thank you!",,"Very, very informational.  Thank you! ",0.325,2023-08-01
470,32.0,Downwind,2023-08-09,Walla Walla Union Bulletin,66+,"$100,001 - $200,000",Outstanding documentary and well-orchestrated by Warren Etheridge.,,Musical,Outstanding documentary and well-orchestrated by Warren Etheridge.,,Outstanding documentary and well-orchestrated by Warren Etheridge. ,0.25,2023-08-01
471,32.0,Downwind,2023-08-09,Word of Mouth,66+,"$100,001 - $200,000","Very good value on an extremely important topic. The crowd was good, but we were surprised the theater wasn't full.","As my wife were discussing the event, I noted how fortunate we are to have GPHT in Walla Walla. It has quickly become a top venue for entertainment.",Musical,"Very good value on an extremely important topic. The crowd was good, but we were surprised the theater wasn't full.","As my wife were discussing the event, I noted how fortunate we are to have GPHT in Walla Walla. It has quickly become a top venue for entertainment.","Very good value on an extremely important topic. The crowd was good, but we were surprised the theater wasn't full. As my wife were discussing the event, I noted how fortunate we are to have GPHT in Walla Walla. It has quickly become a top venue for entertainment.",0.46166666666666667,2023-08-01
472,32.0,Downwind,2023-08-09,"Email, Gesa Power House Theatre website (www.phtww.org)",66+,"$50,001 - $100,000",excellent,,Musical,excellent,,excellent ,1.0,2023-08-01
473,32.0,Downwind,2023-08-09,Walla Walla Union Bulletin,66+,,Very informative and profound,,Musical,Very informative and profound,,Very informative and profound ,0.14166666666666666,2023-08-01
474,32.0,Downwind,2023-08-09,Email,66+,"$50,001 - $100,000",Excellent,,Musical,Excellent,,Excellent ,1.0,2023-08-01
475,32.0,Downwind,2023-08-09,Gesa Power House Theatre website (www.phtww.org),66+,"$50,001 - $100,000","Downwind was a sobering movie, but well done, telling the story that has not been honestly told. Warren did a good job of facilitating the event.",,Musical,"Downwind was a sobering movie, but well done, telling the story that has not been honestly told. Warren did a good job of facilitating the event.",,"Downwind was a sobering movie, but well done, telling the story that has not been honestly told. Warren did a good job of facilitating the event. ",0.6499999999999999,2023-08-01
476,126.0,SeattleJewishFilmFestival,2025-02-20,"Walla Walla Union Bulletin, Poster, Email",66+,"$50,000 or below",It was a bit difficult to understand all of what Warren Etheridge was saying...kind muffled sound at times. I liked the 3 separate sections of similar films. I was sorry more people didn't attend.,"The ushers should be more aware of their voices carrying when they're having conversations during films.      

Thank you for hosting the film festival again!",Film Screening,It was a bit difficult to understand all of what Warren Etheridge was saying...kind muffled sound at times. I liked the 3 separate sections of similar films. I was sorry more people didn't attend.,"The ushers should be more aware of their voices carrying when they're having conversations during films.      

Thank you for hosting the film festival again!","It was a bit difficult to understand all of what Warren Etheridge was saying...kind muffled sound at times. I liked the 3 separate sections of similar films. I was sorry more people didn't attend. The ushers should be more aware of their voices carrying when they're having conversations during films.      

Thank you for hosting the film festival again!",0.1640625,2025-02-01
477,126.0,SeattleJewishFilmFestival,2025-02-20,"Email, Word of Mouth, Gesa Power House Theatre website (www.phtww.org)",66+,"$100,001 - $200,000","Great   Do not have any suggestions for improvement....and that's unusual for me!
Has hooked me into the real summer movie crush.",,Film Screening,"Great   Do not have any suggestions for improvement....and that's unusual for me!
Has hooked me into the real summer movie crush.",,"Great   Do not have any suggestions for improvement....and that's unusual for me!
Has hooked me into the real summer movie crush. ",0.4166666666666667,2025-02-01
